"Possible Locations__ADDRESS","Possible Locations__BLK_NO","Possible Locations__BUILDING","Possible Locations__LATITUDE","Possible Locations__LONGITUDE","Possible Locations__LONGTITUDE","Possible Locations__POSTAL","Possible Locations__ROAD_NAME","Possible Locations__SEARCHVAL","Possible Locations__X","Possible Locations__Y","Station","Station Name"
"70 PUNGGOL CENTRAL PUNGGOL MRT STATION SINGAPORE 828868","70","PUNGGOL MRT STATION","1.40454672748107","103.902072638825","103.902072638825","828868","PUNGGOL CENTRAL","PUNGGOL MRT STATION","35651.384646521","42933.2693660688","NE17","Punggol"
"11 ORCHARD ROAD DHOBY GHAUT MRT STATION SINGAPORE 238826","11","DHOBY GHAUT MRT STATION","1.29870130619238","103.846115155028","103.846115155028","238826","ORCHARD ROAD","DHOBY GHAUT MRT STATION","29424.144839067","31229.3142516632","CC1","Dhoby Ghaut"
"60 ORCHARD ROAD DHOBY GHAUT MRT STATION SINGAPORE 238889","60","DHOBY GHAUT MRT STATION","1.29970545852799","103.845488184359","103.845488184359","238889","ORCHARD ROAD","DHOBY GHAUT MRT STATION","29354.3680562042","31340.3479005359","",""
"13 ORCHARD ROAD DHOBY GHAUT MRT STATION SINGAPORE 238893","13","DHOBY GHAUT MRT STATION","1.29881040867147","103.84634759342","103.84634759342","238893","ORCHARD ROAD","DHOBY GHAUT MRT STATION","29450.0130989393","31241.3783738092","",""
"65 BRAS BASAH ROAD BRAS BASAH MRT STATION SINGAPORE 189561","65","BRAS BASAH MRT STATION","1.29686168649658","103.850667371637","103.850667371637","189561","BRAS BASAH ROAD","BRAS BASAH MRT STATION","29930.7673842646","31025.9015965685","CC2","Bras Basah"
"90 BRAS BASAH ROAD ESPLANADE MRT STATION SINGAPORE 189562","90","ESPLANADE MRT STATION","1.29365772453863","103.855081226245","103.855081226245","189562","BRAS BASAH ROAD","ESPLANADE MRT STATION","30421.9934839169","30671.6277715862","CC3","Esplanade"
"2 TEMASEK AVENUE PROMENADE MRT STATION SINGAPORE 039193","2","PROMENADE MRT STATION","1.29399856913986","103.860350000195","103.860350000195","039193","TEMASEK AVENUE","PROMENADE MRT STATION","31008.3618750954","30709.3222472537","CC4","Promenade"
"10 TEMASEK AVENUE PROMENADE MRT STATION SINGAPORE 039194","10","PROMENADE MRT STATION","1.29289175383297","103.860891800025","103.860891800025","039194","TEMASEK AVENUE","PROMENADE MRT STATION","31068.6608139491","30586.9369543027","",""
"20 REPUBLIC AVENUE NICOLL HIGHWAY MRT STATION SINGAPORE 038970","20","NICOLL HIGHWAY MRT STATION","1.29976683498024","103.863637018754","103.863637018754","038970","REPUBLIC AVENUE","NICOLL HIGHWAY MRT STATION","31374.1708286712","31347.1515681837","CC5","Nicoll Highway"
"3 STADIUM WALK STADIUM MRT STATION SINGAPORE 397692","3","STADIUM MRT STATION","1.30281246847074","103.875337711089","103.875337711089","397692","STADIUM WALK","STADIUM MRT STATION","32676.3477050876","31683.9407594241","CC6","Stadium"
"301 MOUNTBATTEN ROAD MOUNTBATTEN MRT STATION SINGAPORE 398006","301","MOUNTBATTEN MRT STATION","1.30620190525333","103.882528081052","103.882528081052","398006","MOUNTBATTEN ROAD","MOUNTBATTEN MRT STATION","33476.5634268699","32058.7418466751","CC7","Mountbatten"
"201 OLD AIRPORT ROAD DAKOTA MRT STATION SINGAPORE 397973","201","DAKOTA MRT STATION","1.30854798388123","103.889064718377","103.889064718377","397973","OLD AIRPORT ROAD","DAKOTA MRT STATION","34204.0252977144","32318.1744557638","CC8","Dakota"
"30 PAYA LEBAR ROAD PAYA LEBAR MRT STATION SINGAPORE 409006","30","PAYA LEBAR MRT STATION","1.31811208187582","103.893060355199","103.893060355199","409006","PAYA LEBAR ROAD","PAYA LEBAR MRT STATION","34648.6772941211","33375.7340536173","CC9","Paya Lebar"
"15 PAYA LEBAR ROAD PAYA LEBAR MRT STATION SINGAPORE 409049","15","PAYA LEBAR MRT STATION","1.31724738540351","103.892260753884","103.892260753884","409049","PAYA LEBAR ROAD","PAYA LEBAR MRT STATION","34559.6916920915","33280.1181892175","",""
"10 CIRCUIT LINK MACPHERSON MRT STATION SINGAPORE 378956","10","MACPHERSON MRT STATION","1.32615024293134","103.889298596024","103.889298596024","378956","CIRCUIT LINK","MACPHERSON MRT STATION","34230.0099985199","34264.5433465037","CC10","MacPherson"
"171 PAYA LEBAR ROAD MACPHERSON MRT STATION SINGAPORE 409048","171","MACPHERSON MRT STATION","1.32607760171668","103.890391305725","103.890391305725","409048","PAYA LEBAR ROAD","MACPHERSON MRT STATION","34351.6177675053","34256.5138255153","",""
"33 UPPER PAYA LEBAR ROAD TAI SENG MRT STATION SINGAPORE 534803","33","TAI SENG MRT STATION","1.33510208507523","103.88843301279","103.88843301279","534803","UPPER PAYA LEBAR ROAD","TAI SENG MRT STATION","34133.6571995215","35254.390468251","CC11","Tai Seng"
"90 BARTLEY ROAD BARTLEY MRT STATION SINGAPORE 539788","90","BARTLEY MRT STATION","1.34250117805246","103.880177899184","103.880177899184","539788","BARTLEY ROAD","BARTLEY MRT STATION","33214.9339675223","36072.5255325567","CC12","Bartley"
"600 UPPER SERANGOON ROAD SERANGOON MRT STATION SINGAPORE 534801","600","SERANGOON MRT STATION","1.34970787487358","103.873574846893","103.873574846893","534801","UPPER SERANGOON ROAD","SERANGOON MRT STATION","32480.0726037696","36869.3923440855","CC13","Serangoon"
"21 SERANGOON CENTRAL SERANGOON MRT STATION SINGAPORE 556082","21","SERANGOON MRT STATION","1.35063361526529","103.872771660431","103.872771660431","556082","SERANGOON CENTRAL","SERANGOON MRT STATION","32390.6852547918","36971.754548572","",""
"150 SERANGOON AVENUE 3 LORONG CHUAN MRT STATION SINGAPORE 554533","150","LORONG CHUAN MRT STATION","1.35161217074559","103.864151938651","103.864151938651","554533","SERANGOON AVENUE 3","LORONG CHUAN MRT STATION","31431.4054671219","37079.9443690348","CC14","Lorong Chuan"
"200 BISHAN ROAD BISHAN MRT STATION SINGAPORE 579827","200","BISHAN MRT STATION","1.3508389878474","103.848143964542","103.848143964542","579827","BISHAN ROAD","BISHAN MRT STATION","29649.8988074986","36994.4330169801","CC15","Bishan"
"17 BISHAN PLACE BISHAN MRT STATION SINGAPORE 579842","17","BISHAN MRT STATION","1.35130867993962","103.849154418688","103.849154418688","579842","BISHAN PLACE","BISHAN MRT STATION","29762.3506627493","37046.3698805068","",""
"60 MARYMOUNT ROAD MARYMOUNT MRT STATION SINGAPORE 573993","60","MARYMOUNT MRT STATION","1.34870726345102","103.839423132332","103.839423132332","573993","MARYMOUNT ROAD","MARYMOUNT MRT STATION","28679.3687734967","36758.7136478573","CC16","Marymount"
"38 TOA PAYOH RISE CALDECOTT MRT STATION SINGAPORE 298113","38","CALDECOTT MRT STATION","1.3376745081562","103.839529820338","103.839529820338","298113","TOA PAYOH RISE","CALDECOTT MRT STATION","28691.245052536","35538.7680123691","CC17","Caldecott"
"100 CLUNY PARK ROAD BOTANIC GARDENS MRT STATION SINGAPORE 257494","100","BOTANIC GARDENS MRT STATION","1.32211373558878","103.814984510627","103.814984510627","257494","CLUNY PARK ROAD","BOTANIC GARDENS MRT STATION","25959.6005049013","33818.1442215405","CC19","Botanic Gardens"
"491 BUKIT TIMAH ROAD BOTANIC GARDENS MRT STATION SINGAPORE 259777","491","BOTANIC GARDENS MRT STATION","1.32248807089546","103.816013994259","103.816013994259","259777","BUKIT TIMAH ROAD","BOTANIC GARDENS MRT STATION","26074.1720875865","33859.535477398","",""
"71 FARRER ROAD FARRER ROAD MRT STATION SINGAPORE 268857","71","FARRER ROAD MRT STATION","1.31743915158969","103.807379214161","103.807379214161","268857","FARRER ROAD","FARRER ROAD MRT STATION","25113.2011973988","33301.2602245044","CC20","Farrer Road"
"200 HOLLAND AVENUE HOLLAND VILLAGE MRT STATION SINGAPORE 278995","200","HOLLAND VILLAGE MRT STATION","1.312240296316","103.796399122407","103.796399122407","278995","HOLLAND AVENUE","HOLLAND VILLAGE MRT STATION","23891.2152273962","32726.4128267728","CC21","Holland Village"
"100 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION SINGAPORE 139345","100","BUONA VISTA MRT STATION","1.30722370820444","103.790253514502","103.790253514502","139345","NORTH BUONA VISTA ROAD","BUONA VISTA MRT STATION","23207.2578019602","32171.7150982134","CC22","Buona Vista"
"150 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION SINGAPORE 139350","150","BUONA VISTA MRT STATION","1.30663450405004","103.790709404436","103.790709404436","139350","NORTH BUONA VISTA ROAD","BUONA VISTA MRT STATION","23257.993026535","32106.5630513858","",""
"9 AYER RAJAH AVENUE ONE-NORTH MRT STATION SINGAPORE 138647","9","ONE-NORTH MRT STATION","1.29975987849417","103.78745750797","103.78745750797","138647","AYER RAJAH AVENUE","ONE-NORTH MRT STATION","22896.0731153823","31346.4084891845","CC23","one-north"
"301 SOUTH BUONA VISTA ROAD KENT RIDGE MRT STATION SINGAPORE 118177","301","KENT RIDGE MRT STATION","1.29353698622128","103.784572366595","103.784572366595","118177","SOUTH BUONA VISTA ROAD","KENT RIDGE MRT STATION","22574.9693683973","30658.3189088777","CC24","Kent Ridge"
"270 PASIR PANJANG ROAD HAW PAR VILLA MRT STATION SINGAPORE 117396","270","HAW PAR VILLA MRT STATION","1.28257135827237","103.781752724792","103.781752724792","117396","PASIR PANJANG ROAD","HAW PAR VILLA MRT STATION","22261.1430738084","29445.8020959739","CC25","Haw Par Villa"
"119 PASIR PANJANG ROAD PASIR PANJANG MRT STATION SINGAPORE 117424","119","PASIR PANJANG MRT STATION","1.27621352233768","103.791350313288","103.791350313288","117424","PASIR PANJANG ROAD","PASIR PANJANG MRT STATION","23329.2647148464","28742.765761558","CC26","Pasir Panjang"
"701 TELOK BLANGAH ROAD LABRADOR PARK MRT STATION SINGAPORE 109029","701","LABRADOR PARK MRT STATION","1.27225417749657","103.802631578766","103.802631578766","109029","TELOK BLANGAH ROAD","LABRADOR PARK MRT STATION","24584.7750495942","28304.9440988917","CC27","Labrador Park"
"463 TELOK BLANGAH ROAD TELOK BLANGAH MRT STATION SINGAPORE 109028","463","TELOK BLANGAH MRT STATION","1.27070647717764","103.809761611219","103.809761611219","109028","TELOK BLANGAH ROAD","TELOK BLANGAH MRT STATION","25378.2908018418","28133.7990515921","CC28","Telok Blangah"
"81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION SINGAPORE 098867","81","HARBOURFRONT MRT STATION","1.26538938402277","103.821530156823","103.821530156823","098867","TELOK BLANGAH ROAD","HARBOURFRONT MRT STATION","26688.0366718732","27545.8534563184","CC29","HarbourFront"
"83 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION SINGAPORE 098886","83","HARBOURFRONT MRT STATION","1.2653893842965","103.821530157095","103.821530157095","098886","TELOK BLANGAH ROAD","HARBOURFRONT MRT STATION","26688.0367021412","27545.8534865864","",""
"11 BAYFRONT AVENUE BAYFRONT MRT STATION SINGAPORE 018957","11","BAYFRONT MRT STATION","1.2818737887921","103.859079764874","103.859079764874","018957","BAYFRONT AVENUE","BAYFRONT MRT STATION","30867.0092712203","29368.6250332352","CE1","Bayfront"
"21 PARK STREET MARINA BAY MRT STATION SINGAPORE 018925","21","MARINA BAY MRT STATION","1.27642735449345","103.854597777026","103.854597777026","018925","PARK STREET","MARINA BAY MRT STATION","30368.2056423808","28766.3818715643","CE2","Marina Bay"
"23 PARK STREET MARINA BAY MRT STATION SINGAPORE 018926","23","MARINA BAY MRT STATION","1.27625146423745","103.855447156279","103.855447156279","018926","PARK STREET","MARINA BAY MRT STATION","30462.7349769678","28746.9336326476","",""
"25 PARK STREET MARINA BAY MRT STATION SINGAPORE 018929","25","MARINA BAY MRT STATION","1.27493906950917","103.855330338563","103.855330338563","018929","PARK STREET","MARINA BAY MRT STATION","30449.7353319814","28601.8156915978","",""
"950 UPPER BUKIT TIMAH ROAD BUKIT PANJANG MRT STATION SINGAPORE 678213","950","BUKIT PANJANG MRT STATION","1.37900211641038","103.761535114929","103.761535114929","678213","UPPER BUKIT TIMAH ROAD","BUKIT PANJANG MRT STATION","20011.3981217342","40108.6837660223","DT1","Bukit Panjang"
"1 CASHEW ROAD CASHEW MRT STATION SINGAPORE 679696","1","CASHEW MRT STATION","1.36981544925554","103.76443921414","103.76443921414","679696","CASHEW ROAD","CASHEW MRT STATION","20334.5589111615","39092.858541891","DT2","Cashew"
"510 UPPER BUKIT TIMAH ROAD HILLVIEW MRT STATION SINGAPORE 678211","510","HILLVIEW MRT STATION","1.3623448680356","103.767418254007","103.767418254007","678211","UPPER BUKIT TIMAH ROAD","HILLVIEW MRT STATION","20666.0675499616","38266.7898455691","DT3","Hillview"
"101 UPPER BUKIT TIMAH ROAD BEAUTY WORLD MRT STATION SINGAPORE 588216","101","BEAUTY WORLD MRT STATION","1.34122317558553","103.775794285083","103.775794285083","588216","UPPER BUKIT TIMAH ROAD","BEAUTY WORLD MRT STATION","21598.1664763773","35931.2358860876","DT5","Beauty World"
"2 BLACKMORE DRIVE KING ALBERT PARK MRT STATION SINGAPORE 599987","2","KING ALBERT PARK MRT STATION","1.33566276229995","103.783399113418","103.783399113418","599987","BLACKMORE DRIVE","KING ALBERT PARK MRT STATION","22444.4895690968","35316.3750311174","DT6","King Albert Park"
"777 BUKIT TIMAH ROAD SIXTH AVENUE MRT STATION SINGAPORE 269784","777","SIXTH AVENUE MRT STATION","1.33085764536228","103.796906838288","103.796906838288","269784","BUKIT TIMAH ROAD","SIXTH AVENUE MRT STATION","23947.7493738998","34785.023301078","DT7","Sixth Avenue"
"651 BUKIT TIMAH ROAD TAN KAH KEE MRT STATION SINGAPORE 266268","651","TAN KAH KEE MRT STATION","1.325556235199","103.807760304729","103.807760304729","266268","BUKIT TIMAH ROAD","TAN KAH KEE MRT STATION","25155.6221095268","34198.8053115122","DT8","Tan Kah Kee"
"100 CLUNY PARK ROAD BOTANIC GARDENS MRT STATION SINGAPORE 257494","100","BOTANIC GARDENS MRT STATION","1.32211373558878","103.814984510627","103.814984510627","257494","CLUNY PARK ROAD","BOTANIC GARDENS MRT STATION","25959.6005049013","33818.1442215405","DT9","Botanic Gardens"
"491 BUKIT TIMAH ROAD BOTANIC GARDENS MRT STATION SINGAPORE 259777","491","BOTANIC GARDENS MRT STATION","1.32248807089546","103.816013994259","103.816013994259","259777","BUKIT TIMAH ROAD","BOTANIC GARDENS MRT STATION","26074.1720875865","33859.535477398","",""
"92 STEVENS ROAD STEVENS MRT STATION SINGAPORE 257877","92","STEVENS MRT STATION","1.32006555750627","103.826024401924","103.826024401924","257877","STEVENS ROAD","STEVENS MRT STATION","27188.229964382","33591.6608552374","DT10","Stevens"
"49 SCOTTS ROAD NEWTON MRT STATION SINGAPORE 228234","49","NEWTON MRT STATION","1.31232009946014","103.837985299521","103.837985299521","228234","SCOTTS ROAD","NEWTON MRT STATION","28519.3615875049","32735.2071894407","DT11","Newton"
"235 BUKIT TIMAH ROAD NEWTON MRT STATION SINGAPORE 229901","235","NEWTON MRT STATION","1.31399286264572","103.837714613091","103.837714613091","229901","BUKIT TIMAH ROAD","NEWTON MRT STATION","28489.2364384029","32920.1726889107","",""
"60 BUKIT TIMAH ROAD LITTLE INDIA MRT STATION SINGAPORE 229900","60","LITTLE INDIA MRT STATION","1.30680002560554","103.84964696645","103.84964696645","229900","BUKIT TIMAH ROAD","LITTLE INDIA MRT STATION","29817.1981863957","32124.8312324211","DT12","Little India"
"62 BUKIT TIMAH ROAD LITTLE INDIA MRT STATION SINGAPORE 229902","62","LITTLE INDIA MRT STATION","1.30701826765227","103.848660935092","103.848660935092","229902","BUKIT TIMAH ROAD","LITTLE INDIA MRT STATION","29707.4618838402","32148.9626245834","",""
"11 ROCHOR CANAL ROAD ROCHOR MRT STATION SINGAPORE 188505","11","ROCHOR MRT STATION","1.30385218527657","103.852769428884","103.852769428884","188505","ROCHOR CANAL ROAD","ROCHOR MRT STATION","30164.7018503873","31798.8766778298","DT13","Rochor"
"220 VICTORIA STREET BUGIS MRT STATION SINGAPORE 188022","220","BUGIS MRT STATION","1.30046507606683","103.855706414086","103.855706414086","188022","VICTORIA STREET","BUGIS MRT STATION","30491.5648077074","31424.3502725307","DT14","Bugis"
"320 VICTORIA STREET BUGIS MRT STATION SINGAPORE 188045","320","BUGIS MRT STATION","1.30036650571953","103.855636652806","103.855636652806","188045","VICTORIA STREET","BUGIS MRT STATION","30483.8011001516","31413.4508018624","",""
"191 ROCHOR ROAD BUGIS MRT STATION SINGAPORE 188476","191","BUGIS MRT STATION","1.2993135039933","103.857125958751","103.857125958751","188476","ROCHOR ROAD","BUGIS MRT STATION","30649.5485789878","31297.016799869","",""
"2 TEMASEK AVENUE PROMENADE MRT STATION SINGAPORE 039193","2","PROMENADE MRT STATION","1.29399856913986","103.860350000195","103.860350000195","039193","TEMASEK AVENUE","PROMENADE MRT STATION","31008.3618750954","30709.3222472537","DT15","Promenade"
"10 TEMASEK AVENUE PROMENADE MRT STATION SINGAPORE 039194","10","PROMENADE MRT STATION","1.29289175383297","103.860891800025","103.860891800025","039194","TEMASEK AVENUE","PROMENADE MRT STATION","31068.6608139491","30586.9369543027","",""
"11 BAYFRONT AVENUE BAYFRONT MRT STATION SINGAPORE 018957","11","BAYFRONT MRT STATION","1.2818737887921","103.859079764874","103.859079764874","018957","BAYFRONT AVENUE","BAYFRONT MRT STATION","30867.0092712203","29368.6250332352","DT16","Bayfront"
"15 CENTRAL BOULEVARD DOWNTOWN MRT STATION SINGAPORE 018969","15","DOWNTOWN MRT STATION","1.27944619017902","103.852840444471","103.852840444471","018969","CENTRAL BOULEVARD","DOWNTOWN MRT STATION","30172.6259479886","29100.1875779182","DT17","Downtown"
"7 CROSS STREET TELOK AYER MRT STATION SINGAPORE 048416","7","TELOK AYER MRT STATION","1.28206894769397","103.848648781083","103.848648781083","048416","CROSS STREET","TELOK AYER MRT STATION","29706.1259155748","29390.195390759","DT18","Telok Ayer"
"91 UPPER CROSS STREET CHINATOWN MRT STATION SINGAPORE 058362","91","CHINATOWN MRT STATION","1.28422391919087","103.845143798953","103.845143798953","058362","UPPER CROSS STREET","CHINATOWN MRT STATION","29316.0490006935","29628.4789423905","DT19","Chinatown"
"151 NEW BRIDGE ROAD CHINATOWN MRT STATION SINGAPORE 059443","151","CHINATOWN MRT STATION","1.2843595780039","103.843426775693","103.843426775693","059443","NEW BRIDGE ROAD","CHINATOWN MRT STATION","29124.9584720396","29643.478574669","",""
"170 RIVER VALLEY ROAD FORT CANNING MRT STATION SINGAPORE 179038","170","FORT CANNING MRT STATION","1.29248123652549","103.844331060302","103.844331060302","179038","RIVER VALLEY ROAD","FORT CANNING MRT STATION","29225.5939788586","30541.5300753135","DT20","Fort Canning"
"31 BENCOOLEN STREET BENCOOLEN MRT STATION SINGAPORE 189658","31","BENCOOLEN MRT STATION","1.29891843369424","103.850353762717","103.850353762717","189658","BENCOOLEN STREET","BENCOOLEN MRT STATION","29895.8639496453","31253.3258734141","DT21","Bencoolen"
"90 JALAN BESAR JALAN BESAR MRT STATION SINGAPORE 208826","90","JALAN BESAR MRT STATION","1.30517138780691","103.855295713435","103.855295713435","208826","JALAN BESAR","JALAN BESAR MRT STATION","30445.8529787818","31944.7496234644","DT22","Jalan Besar"
"11 KALLANG BAHRU BENDEMEER MRT STATION SINGAPORE 339356","11","BENDEMEER MRT STATION","1.31367252847692","103.862977620945","103.862977620945","339356","KALLANG BAHRU","BENDEMEER MRT STATION","31300.7676084107","32884.7709222063","DT23","Bendemeer"
"541 KALLANG BAHRU GEYLANG BAHRU MRT STATION SINGAPORE 339355","541","GEYLANG BAHRU MRT STATION","1.32130110228324","103.871622627142","103.871622627142","339355","KALLANG BAHRU","GEYLANG BAHRU MRT STATION","32262.8612591876","33728.3126899023","DT24","Geylang Bahru"
"60 MERPATI ROAD MATTAR MRT STATION SINGAPORE 379314","60","MATTAR MRT STATION","1.32687671501337","103.883247509542","103.883247509542","379314","MERPATI ROAD","MATTAR MRT STATION","33556.583440247","34344.8585332576","DT25","Mattar"
"10 CIRCUIT LINK MACPHERSON MRT STATION SINGAPORE 378956","10","MACPHERSON MRT STATION","1.32615024293134","103.889298596024","103.889298596024","378956","CIRCUIT LINK","MACPHERSON MRT STATION","34230.0099985199","34264.5433465037","DT26","MacPherson"
"171 PAYA LEBAR ROAD MACPHERSON MRT STATION SINGAPORE 409048","171","MACPHERSON MRT STATION","1.32607760171668","103.890391305725","103.890391305725","409048","PAYA LEBAR ROAD","MACPHERSON MRT STATION","34351.6177675053","34256.5138255153","",""
"51 UBI AVENUE 2 UBI MRT STATION SINGAPORE 408899","51","UBI MRT STATION","1.32997462900521","103.899226655449","103.899226655449","408899","UBI AVENUE 2","UBI MRT STATION","35334.8918333715","34687.4518222511","DT27","Ubi"
"30 KAKI BUKIT AVENUE 1 KAKI BUKIT MRT STATION SINGAPORE 415804","30","KAKI BUKIT MRT STATION","1.33496730163706","103.908459734312","103.908459734312","415804","KAKI BUKIT AVENUE 1","KAKI BUKIT MRT STATION","36362.4223829694","35239.5458080471","DT28","Kaki Bukit"
"651 BEDOK NORTH ROAD BEDOK NORTH MRT STATION SINGAPORE 479481","651","BEDOK NORTH MRT STATION","1.33474211664093","103.91797832995","103.91797832995","479481","BEDOK NORTH ROAD","BEDOK NORTH MRT STATION","37421.7438196177","35214.6803870127","DT29","Bedok North"
"371 BEDOK NORTH AVENUE 3 BEDOK RESERVOIR MRT STATION SINGAPORE 469724","371","BEDOK RESERVOIR MRT STATION","1.33660782955102","103.932234623286","103.932234623286","469724","BEDOK NORTH AVENUE 3","BEDOK RESERVOIR MRT STATION","39008.3131622681","35421.0408713073","DT30","Bedok Reservoir"
"2 TAMPINES AVENUE 4 TAMPINES WEST MRT STATION SINGAPORE 529683","2","TAMPINES WEST MRT STATION","1.34551530560122","103.938436971222","103.938436971222","529683","TAMPINES AVENUE 4","TAMPINES WEST MRT STATION","39698.5275852978","36406.0143331196","DT31","Tampines West"
"20 TAMPINES CENTRAL 1 TAMPINES MRT STATION SINGAPORE 529538","20","TAMPINES MRT STATION","1.35330153265954","103.945144689278","103.945144689278","529538","TAMPINES CENTRAL 1","TAMPINES MRT STATION","40444.9846136123","37267.0103757698","DT32","Tampines"
"15 TAMPINES CENTRAL 1 TAMPINES MRT STATION SINGAPORE 529544","15","TAMPINES MRT STATION","1.35515041120475","103.943009883131","103.943009883131","529544","TAMPINES CENTRAL 1","TAMPINES MRT STATION","40207.3952279193","37471.4394600242","",""
"20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION SINGAPORE 529623","20","TAMPINES EAST MRT STATION","1.35619148271548","103.9546344625","103.9546344625","529623","TAMPINES AVENUE 7","TAMPINES EAST MRT STATION","41501.0748521946","37586.617764445","DT33","Tampines East"
"690 UPPER CHANGI ROAD EAST UPPER CHANGI MRT STATION SINGAPORE 485990","690","UPPER CHANGI MRT STATION","1.34173978431351","103.961472614026","103.961472614026","485990","UPPER CHANGI ROAD EAST","UPPER CHANGI MRT STATION","42262.1685391264","35988.6579741612","DT34","Upper Changi"
"2 EXPO DRIVE EXPO MRT STATION SINGAPORE 485985","2","EXPO MRT STATION","1.33538252614957","103.962374747451","103.962374747451","485985","EXPO DRIVE","EXPO MRT STATION","42362.6034600176","35285.7083877865","DT35","Expo"
"21 CHANGI SOUTH AVENUE 1 EXPO MRT STATION SINGAPORE 486065","21","EXPO MRT STATION","1.33454977824819","103.961548211018","103.961548211018","486065","CHANGI SOUTH AVENUE 1","EXPO MRT STATION","42270.6232344825","35193.6223453805","",""
